01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2013,Amares,Município,Básico - 1º ciclo,,,,,361.1
2013,Amares,Município,Básico - 2º ciclo,,,,,245.5
2013,Amares,Município,Básico - 3º ciclo,,,,,301.8
2013,Amares,Município,Nenhum,,,,,101.3
2013,Amares,Município,Secundário,,,,,324.8
2013,Amares,Município,Superior,,,,,197.8
2013,Amares,Município,Total,,,,,1532.1
2013,Anadia,Município,Básico - 1º ciclo,,,,,329.8
2013,Anadia,Município,Básico - 2º ciclo,,,,,222.7
2013,Anadia,Município,Básico - 3º ciclo,,,,,286.0
2013,Anadia,Município,Nenhum,,,,,60.8
2013,Anadia,Município,Secundário,,,,,311.3
2013,Anadia,Município,Superior,,,,,195.9
2013,Anadia,Município,Total,,,,,1406.4
2013,Angra do Heroísmo,Município,Básico - 1º ciclo,,,,x,
2013,Angra do Heroísmo,Município,Básico - 2º ciclo,,,,x,
2013,Angra do Heroísmo,Município,Básico - 3º ciclo,,,,x,
2013,Angra do Heroísmo,Município,Nenhum,,,,x,
2013,Angra do Heroísmo,Município,Secundário,,,,x,
2013,Angra do Heroísmo,Município,Superior,,,,x,
2013,Angra do Heroísmo,Município,Total,,,,x,
2013,Ansião,Município,Básico - 1º ciclo,,,,,153.7
2013,Ansião,Município,Básico - 2º ciclo,,,,,91.7
2013,Ansião,Município,Básico - 3º ciclo,,,,,159.0
2013,Ansião,Município,Nenhum,,,,,25.8
2013,Ansião,Município,Secundário,,,,,177.5
2013,Ansião,Município,Superior,,,,,79.2
2013,Ansião,Município,Total,,,,,686.8
2013,Arcos de Valdevez,Município,Básico - 1º ciclo,,,,,255.3
2013,Arcos de Valdevez,Município,Básico - 2º ciclo,,,,,170.2
2013,Arcos de Valdevez,Município,Básico - 3º ciclo,,,,,275.8
2013,Arcos de Valdevez,Município,Nenhum,,,,,88.6
2013,Arcos de Valdevez,Município,Secundário,,,,,243.3
2013,Arcos de Valdevez,Município,Superior,,,,,146.7
2013,Arcos de Valdevez,Município,Total,,,,,1179.8
2013,Arganil,Município,Básico - 1º ciclo,,,,,150.9
2013,Arganil,Município,Básico - 2º ciclo,,,,,105.7
2013,Arganil,Município,Básico - 3º ciclo,,,,,161.7
2013,Arganil,Município,Nenhum,,,,,43.9
2013,Arganil,Município,Secundário,,,,,147.4
2013,Arganil,Município,Superior,,,,,66.5
2013,Arganil,Município,Total,,,,,676.1
2013,Armamar,Município,Básico - 1º ciclo,,,,,103.0
2013,Armamar,Município,Básico - 2º ciclo,,,,,68.9
2013,Armamar,Município,Básico - 3º ciclo,,,,,92.8
2013,Armamar,Município,Nenhum,,,,,44.2
2013,Armamar,Município,Secundário,,,,,91.3
2013,Armamar,Município,Superior,,,,,45.8
2013,Armamar,Município,Total,,,,,446.0
2013,Arouca,Município,Básico - 1º ciclo,,,,,224.8
2013,Arouca,Município,Básico - 2º ciclo,,,,,222.3
2013,Arouca,Município,Básico - 3º ciclo,,,,,202.6
2013,Arouca,Município,Nenhum,,,,,36.5
2013,Arouca,Município,Secundário,,,,,201.5
2013,Arouca,Município,Superior,,,,,146.8
2013,Arouca,Município,Total,,,,,1034.5
2013,Arraiolos,Município,Básico - 1º ciclo,,,,,83.9
2013,Arraiolos,Município,Básico - 2º ciclo,,,,,58.3
2013,Arraiolos,Município,Básico - 3º ciclo,,,,,82.5
2013,Arraiolos,Município,Nenhum,,,,,8.4
2013,Arraiolos,Município,Secundário,,,,,113.6
2013,Arraiolos,Município,Superior,,,,,45.6
2013,Arraiolos,Município,Total,,,,,392.3
2013,Arronches,Município,Básico - 1º ciclo,,,,,37.3
2013,Arronches,Município,Básico - 2º ciclo,,,,,23.5
2013,Arronches,Município,Básico - 3º ciclo,,,,,25.8
2013,Arronches,Município,Nenhum,,,,,4.1
2013,Arronches,Município,Secundário,,,,,37.2
2013,Arronches,Município,Superior,,,,,12.4
2013,Arronches,Município,Total,,,,,140.3
2013,Arruda dos Vinhos,Município,Básico - 1º ciclo,,,,,128.9
2013,Arruda dos Vinhos,Município,Básico - 2º ciclo,,,,,95.9
2013,Arruda dos Vinhos,Município,Básico - 3º ciclo,,,,,126.4
2013,Arruda dos Vinhos,Município,Nenhum,,,,,9.2
2013,Arruda dos Vinhos,Município,Secundário,,,,,172.8
2013,Arruda dos Vinhos,Município,Superior,,,,,77.7
2013,Arruda dos Vinhos,Município,Total,,,,,610.9
2013,Aveiro,Município,Básico - 1º ciclo,,,,,705.7
2013,Aveiro,Município,Básico - 2º ciclo,,,,,677.8
2013,Aveiro,Município,Básico - 3º ciclo,,,,,954.7
2013,Aveiro,Município,Nenhum,,,,,310.8
2013,Aveiro,Município,Secundário,,,,,1064.3
2013,Aveiro,Município,Superior,,,,,1009.8
2013,Aveiro,Município,Total,,,,,4722.8
2013,Avis,Município,Básico - 1º ciclo,,,,,52.6
2013,Avis,Município,Básico - 2º ciclo,,,,,49.0
2013,Avis,Município,Básico - 3º ciclo,,,,,57.9
2013,Avis,Município,Nenhum,,,,,36.1
2013,Avis,Município,Secundário,,,,,59.1
2013,Avis,Município,Superior,,,,,17.3
2013,Avis,Município,Total,,,,,271.9
2013,Azambuja,Município,Básico - 1º ciclo,,,,,261.3
2013,Azambuja,Município,Básico - 2º ciclo,,,,,201.4
2013,Azambuja,Município,Básico - 3º ciclo,,,,,245.8
2013,Azambuja,Município,Nenhum,,,,,59.5
2013,Azambuja,Município,Secundário,,,,,284.8
2013,Azambuja,Município,Superior,,,,,122.3
2013,Azambuja,Município,Total,,,,,1175.0
2013,Baião,Município,Básico - 1º ciclo,,,,,691.3
2013,Baião,Município,Básico - 2º ciclo,,,,,310.3
2013,Baião,Município,Básico - 3º ciclo,,,,,440.8
2013,Baião,Município,Nenhum,,,,,179.6
2013,Baião,Município,Secundário,,,,,368.0
2013,Baião,Município,Superior,,,,,121.4
2013,Baião,Município,Total,,,,,2111.3
2013,Barcelos,Município,Básico - 1º ciclo,,,,,1802.6
2013,Barcelos,Município,Básico - 2º ciclo,,,,,1119.6
2013,Barcelos,Município,Básico - 3º ciclo,,,,,1145.3
2013,Barcelos,Município,Nenhum,,,,,208.6
2013,Barcelos,Município,Secundário,,,,,1366.3
2013,Barcelos,Município,Superior,,,,,872.5
2013,Barcelos,Município,Total,,,,,6514.9
2013,Barrancos,Município,Básico - 1º ciclo,,,,,29.1
2013,Barrancos,Município,Básico - 2º ciclo,,,,,37.5
2013,Barrancos,Município,Básico - 3º ciclo,,,,,33.6
2013,Barrancos,Município,Nenhum,,,,,7.6
2013,Barrancos,Município,Secundário,,,,,54.2
2013,Barrancos,Município,Superior,,,,,9.3
2013,Barrancos,Município,Total,,,,,171.2
2013,Barreiro,Município,Básico - 1º ciclo,,,,,878.2
2013,Barreiro,Município,Básico - 2º ciclo,,,,,782.5
2013,Barreiro,Município,Básico - 3º ciclo,,,,,1183.8
2013,Barreiro,Município,Nenhum,,,,,435.9
2013,Barreiro,Município,Secundário,,,,,1414.6
2013,Barreiro,Município,Superior,,,,,649.1
2013,Barreiro,Município,Total,,,,,5344.1
2013,Batalha,Município,Básico - 1º ciclo,,,,,146.3
2013,Batalha,Município,Básico - 2º ciclo,,,,,90.8
2013,Batalha,Município,Básico - 3º ciclo,,,,,136.6
2013,Batalha,Município,Nenhum,,,,,29.4
2013,Batalha,Município,Secundário,,,,,150.7
2013,Batalha,Município,Superior,,,,,115.2
2013,Batalha,Município,Total,,,,,668.9
2013,Beja,Município,Básico - 1º ciclo,,,,,315.9
2013,Beja,Município,Básico - 2º ciclo,,,,,281.3
2013,Beja,Município,Básico - 3º ciclo,,,,,527.5
2013,Beja,Município,Nenhum,,,,,213.3
2013,Beja,Município,Secundário,,,,,601.0
2013,Beja,Município,Superior,,,,,362.6
2013,Beja,Município,Total,,,,,2301.6
2013,Belmonte,Município,Básico - 1º ciclo,,,,,120.8
2013,Belmonte,Município,Básico - 2º ciclo,,,,,78.8
2013,Belmonte,Município,Básico - 3º ciclo,,,,,102.8
2013,Belmonte,Município,Nenhum,,,,,37.2
2013,Belmonte,Município,Secundário,,,,,107.0
2013,Belmonte,Município,Superior,,,,,52.1
2013,Belmonte,Município,Total,,,,,498.7
2013,Benavente,Município,Básico - 1º ciclo,,,,,384.1
2013,Benavente,Município,Básico - 2º ciclo,,,,,420.0
2013,Benavente,Município,Básico - 3º ciclo,,,,,477.8
2013,Benavente,Município,Nenhum,,,,,88.1
2013,Benavente,Município,Secundário,,,,,556.3
2013,Benavente,Município,Superior,,,,,175.8
2013,Benavente,Município,Total,,,,,2102.1
2013,Bombarral,Município,Básico - 1º ciclo,,,,,127.6
2013,Bombarral,Município,Básico - 2º ciclo,,,,,120.2
2013,Bombarral,Município,Básico - 3º ciclo,,,,,220.2
2013,Bombarral,Município,Nenhum,,,,,23.8
2013,Bombarral,Município,Secundário,,,,,178.0
2013,Bombarral,Município,Superior,,,,,60.3
2013,Bombarral,Município,Total,,,,,730.0
2013,Borba,Município,Básico - 1º ciclo,,,,,88.8
2013,Borba,Município,Básico - 2º ciclo,,,,,77.3
2013,Borba,Município,Básico - 3º ciclo,,,,,90.6
2013,Borba,Município,Nenhum,,,,,45.1
2013,Borba,Município,Secundário,,,,,128.3
2013,Borba,Município,Superior,,,,,44.3
2013,Borba,Município,Total,,,,,474.3
2013,Boticas,Município,Básico - 1º ciclo,,,,,125.4
2013,Boticas,Município,Básico - 2º ciclo,,,,,59.5
2013,Boticas,Município,Básico - 3º ciclo,,,,,33.4
2013,Boticas,Município,Nenhum,,,,,26.0
2013,Boticas,Município,Secundário,,,,,51.8
2013,Boticas,Município,Superior,,,,,35.3
2013,Boticas,Município,Total,,,,,331.4
2013,Braga,Município,Básico - 1º ciclo,,,,,3061.9
2013,Braga,Município,Básico - 2º ciclo,,,,,1955.4
2013,Braga,Município,Básico - 3º ciclo,,,,,2838.8
2013,Braga,Município,Nenhum,,,,,662.8
2013,Braga,Município,Secundário,,,,,3331.1
2013,Braga,Município,Superior,,,,,2604.8
2013,Braga,Município,Total,,,,,14454.8
2013,Bragança,Município,Básico - 1º ciclo,,,,,303.5
2013,Bragança,Município,Básico - 2º ciclo,,,,,274.4
2013,Bragança,Município,Básico - 3º ciclo,,,,,463.3
2013,Bragança,Município,Nenhum,,,,,125.3
2013,Bragança,Município,Secundário,,,,,531.1
2013,Bragança,Município,Superior,,,,,561.0
2013,Bragança,Município,Total,,,,,2258.7
2013,Cabeceiras de Basto,Município,Básico - 1º ciclo,,,,,312.0
2013,Cabeceiras de Basto,Município,Básico - 2º ciclo,,,,,245.0
2013,Cabeceiras de Basto,Município,Básico - 3º ciclo,,,,,349.7
2013,Cabeceiras de Basto,Município,Nenhum,,,,,75.3
2013,Cabeceiras de Basto,Município,Secundário,,,,,331.1
2013,Cabeceiras de Basto,Município,Superior,,,,,175.2
2013,Cabeceiras de Basto,Município,Total,,,,,1488.3
2013,Cadaval,Município,Básico - 1º ciclo,,,,,169.3
2013,Cadaval,Município,Básico - 2º ciclo,,,,,123.6
2013,Cadaval,Município,Básico - 3º ciclo,,,,,201.1
2013,Cadaval,Município,Nenhum,,,,,32.3
2013,Cadaval,Município,Secundário,,,,,186.3
2013,Cadaval,Município,Superior,,,,,56.3
2013,Cadaval,Município,Total,,,,,768.8
2013,Caldas da Rainha,Município,Básico - 1º ciclo,,,,,534.8
2013,Caldas da Rainha,Município,Básico - 2º ciclo,,,,,436.3
2013,Caldas da Rainha,Município,Básico - 3º ciclo,,,,,789.6
2013,Caldas da Rainha,Município,Nenhum,,,,,72.8
2013,Caldas da Rainha,Município,Secundário,,,,,889.3
2013,Caldas da Rainha,Município,Superior,,,,,378.4
2013,Caldas da Rainha,Município,Total,,,,,3101.1
2013,Calheta [R.A.A.],Município,Básico - 1º ciclo,,,,x,
2013,Calheta [R.A.A.],Município,Básico - 2º ciclo,,,,x,
2013,Calheta [R.A.A.],Município,Básico - 3º ciclo,,,,x,
2013,Calheta [R.A.A.],Município,Nenhum,,,,x,
2013,Calheta [R.A.A.],Município,Secundário,,,,x,
2013,Calheta [R.A.A.],Município,Superior,,,,x,
2013,Calheta [R.A.A.],Município,Total,,,,x,
2013,Calheta [R.A.M.],Município,Básico - 1º ciclo,,,,x,
2013,Calheta [R.A.M.],Município,Básico - 2º ciclo,,,,x,
2013,Calheta [R.A.M.],Município,Básico - 3º ciclo,,,,x,
2013,Calheta [R.A.M.],Município,Nenhum,,,,x,
2013,Calheta [R.A.M.],Município,Secundário,,,,x,
2013,Calheta [R.A.M.],Município,Superior,,,,x,
2013,Calheta [R.A.M.],Município,Total,,,,x,
2013,Câmara de Lobos,Município,Básico - 1º ciclo,,,,x,
2013,Câmara de Lobos,Município,Básico - 2º ciclo,,,,x,
2013,Câmara de Lobos,Município,Básico - 3º ciclo,,,,x,
2013,Câmara de Lobos,Município,Nenhum,,,,x,
2013,Câmara de Lobos,Município,Secundário,,,,x,
2013,Câmara de Lobos,Município,Superior,,,,x,
2013,Câmara de Lobos,Município,Total,,,,x,
2013,Caminha,Município,Básico - 1º ciclo,,,,,140.6
2013,Caminha,Município,Básico - 2º ciclo,,,,,132.8
2013,Caminha,Município,Básico - 3º ciclo,,,,,253.1
2013,Caminha,Município,Nenhum,,,,,26.2
2013,Caminha,Município,Secundário,,,,,254.7
2013,Caminha,Município,Superior,,,,,155.7
2013,Caminha,Município,Total,,,,,963.0
2013,Campo Maior,Município,Básico - 1º ciclo,,,,,129.6
2013,Campo Maior,Município,Básico - 2º ciclo,,,,,90.1
2013,Campo Maior,Município,Básico - 3º ciclo,,,,,135.8
2013,Campo Maior,Município,Nenhum,,,,,83.5
2013,Campo Maior,Município,Secundário,,,,,127.2
2013,Campo Maior,Município,Superior,,,,,39.4
2013,Campo Maior,Município,Total,,,,,605.5
2013,Cantanhede,Município,Básico - 1º ciclo,,,,,383.4
2013,Cantanhede,Município,Básico - 2º ciclo,,,,,290.3
2013,Cantanhede,Município,Básico - 3º ciclo,,,,,358.8
2013,Cantanhede,Município,Nenhum,,,,,73.7
2013,Cantanhede,Município,Secundário,,,,,405.2
2013,Cantanhede,Município,Superior,,,,,304.6
2013,Cantanhede,Município,Total,,,,,1816.0
2013,Carrazeda de Ansiães,Município,Básico - 1º ciclo,,,,,80.1
2013,Carrazeda de Ansiães,Município,Básico - 2º ciclo,,,,,41.7
2013,Carrazeda de Ansiães,Município,Básico - 3º ciclo,,,,,63.8
2013,Carrazeda de Ansiães,Município,Nenhum,,,,,30.2
2013,Carrazeda de Ansiães,Município,Secundário,,,,,60.8
2013,Carrazeda de Ansiães,Município,Superior,,,,,46.6
2013,Carrazeda de Ansiães,Município,Total,,,,,323.0
2013,Carregal do Sal,Município,Básico - 1º ciclo,,,,,126.8
2013,Carregal do Sal,Município,Básico - 2º ciclo,,,,,108.1
2013,Carregal do Sal,Município,Básico - 3º ciclo,,,,,165.7
2013,Carregal do Sal,Município,Nenhum,,,,,34.1
2013,Carregal do Sal,Município,Secundário,,,,,103.8
2013,Carregal do Sal,Município,Superior,,,,,43.2
2013,Carregal do Sal,Município,Total,,,,,581.5
2013,Cartaxo,Município,Básico - 1º ciclo,,,,,241.3
2013,Cartaxo,Município,Básico - 2º ciclo,,,,,214.0
2013,Cartaxo,Município,Básico - 3º ciclo,,,,,329.2
2013,Cartaxo,Município,Nenhum,,,,,57.3
2013,Cartaxo,Município,Secundário,,,,,359.3
2013,Cartaxo,Município,Superior,,,,,154.8
2013,Cartaxo,Município,Total,,,,,1355.9
2013,Cascais,Município,Básico - 1º ciclo,,,,,1378.6
2013,Cascais,Município,Básico - 2º ciclo,,,,,1464.6
2013,Cascais,Município,Básico - 3º ciclo,,,,,2428.1
2013,Cascais,Município,Nenhum,,,,,434.0
2013,Cascais,Município,Secundário,,,,,4011.8
2013,Cascais,Município,Superior,,,,,2224.6
2013,Cascais,Município,Total,,,,,11941.7
2013,Castanheira de Pêra,Município,Básico - 1º ciclo,,,,,64.4
2013,Castanheira de Pêra,Município,Básico - 2º ciclo,,,,,23.6
2013,Castanheira de Pêra,Município,Básico - 3º ciclo,,,,,47.4
2013,Castanheira de Pêra,Município,Nenhum,,,,,13.7
2013,Castanheira de Pêra,Município,Secundário,,,,,44.5
2013,Castanheira de Pêra,Município,Superior,,,,,12.0
2013,Castanheira de Pêra,Município,Total,,,,,205.6
2013,Castelo Branco,Município,Básico - 1º ciclo,,,,,622.8
2013,Castelo Branco,Município,Básico - 2º ciclo,,,,,428.5
2013,Castelo Branco,Município,Básico - 3º ciclo,,,,,850.2
2013,Castelo Branco,Município,Nenhum,,,,,215.1
2013,Castelo Branco,Município,Secundário,,,,,1089.7
2013,Castelo Branco,Município,Superior,,,,,623.8
2013,Castelo Branco,Município,Total,,,,,3830.0
2013,Castelo de Paiva,Município,Básico - 1º ciclo,,,,,343.9
2013,Castelo de Paiva,Município,Básico - 2º ciclo,,,,,432.3
2013,Castelo de Paiva,Município,Básico - 3º ciclo,,,,,279.1
2013,Castelo de Paiva,Município,Nenhum,,,,,61.4
2013,Castelo de Paiva,Município,Secundário,,,,,226.5
2013,Castelo de Paiva,Município,Superior,,,,,70.0
2013,Castelo de Paiva,Município,Total,,,,,1413.2
2013,Castelo de Vide,Município,Básico - 1º ciclo,,,,,25.8
2013,Castelo de Vide,Município,Básico - 2º ciclo,,,,,18.2
2013,Castelo de Vide,Município,Básico - 3º ciclo,,,,,38.2
2013,Castelo de Vide,Município,Nenhum,,,,,5.8
2013,Castelo de Vide,Município,Secundário,,,,,50.8
2013,Castelo de Vide,Município,Superior,,,,,21.7
2013,Castelo de Vide,Município,Total,,,,,160.3
2013,Castro Daire,Município,Básico - 1º ciclo,,,,,242.1
2013,Castro Daire,Município,Básico - 2º ciclo,,,,,165.0
2013,Castro Daire,Município,Básico - 3º ciclo,,,,,188.0
2013,Castro Daire,Município,Nenhum,,,,,52.3
2013,Castro Daire,Município,Secundário,,,,,182.1
2013,Castro Daire,Município,Superior,,,,,86.0
2013,Castro Daire,Município,Total,,,,,915.4
2013,Castro Marim,Município,Básico - 1º ciclo,,,,,95.2
2013,Castro Marim,Município,Básico - 2º ciclo,,,,,87.1
2013,Castro Marim,Município,Básico - 3º ciclo,,,,,107.3
2013,Castro Marim,Município,Nenhum,,,,,39.6
2013,Castro Marim,Município,Secundário,,,,,78.3
2013,Castro Marim,Município,Superior,,,,,38.3
2013,Castro Marim,Município,Total,,,,,445.7
2013,Castro Verde,Município,Básico - 1º ciclo,,,,,71.8
2013,Castro Verde,Município,Básico - 2º ciclo,,,,,54.5
2013,Castro Verde,Município,Básico - 3º ciclo,,,,,71.2
2013,Castro Verde,Município,Nenhum,,,,,27.4
2013,Castro Verde,Município,Secundário,,,,,111.0
2013,Castro Verde,Município,Superior,,,,,63.1
2013,Castro Verde,Município,Total,,,,,398.9
2013,Celorico da Beira,Município,Básico - 1º ciclo,,,,,123.5
2013,Celorico da Beira,Município,Básico - 2º ciclo,,,,,38.6
2013,Celorico da Beira,Município,Básico - 3º ciclo,,,,,131.3
2013,Celorico da Beira,Município,Nenhum,,,,,50.5
2013,Celorico da Beira,Município,Secundário,,,,,90.1
2013,Celorico da Beira,Município,Superior,,,,,50.9
2013,Celorico da Beira,Município,Total,,,,,484.8
2013,Celorico de Basto,Município,Básico - 1º ciclo,,,,,520.9
2013,Celorico de Basto,Município,Básico - 2º ciclo,,,,,331.7
2013,Celorico de Basto,Município,Básico - 3º ciclo,,,,,353.6
2013,Celorico de Basto,Município,Nenhum,,,,,84.6
2013,Celorico de Basto,Município,Secundário,,,,,345.0
2013,Celorico de Basto,Município,Superior,,,,,146.2
2013,Celorico de Basto,Município,Total,,,,,1781.9
2013,Chamusca,Município,Básico - 1º ciclo,,,,,133.9
2013,Chamusca,Município,Básico - 2º ciclo,,,,,84.1
2013,Chamusca,Município,Básico - 3º ciclo,,,,,131.6
2013,Chamusca,Município,Nenhum,,,,,40.3
2013,Chamusca,Município,Secundário,,,,,88.7
2013,Chamusca,Município,Superior,,,,,37.8
2013,Chamusca,Município,Total,,,,,516.3
2013,Chaves,Município,Básico - 1º ciclo,,,,,582.5
2013,Chaves,Município,Básico - 2º ciclo,,,,,387.9
2013,Chaves,Município,Básico - 3º ciclo,,,,,487.0
2013,Chaves,Município,Nenhum,,,,,134.3
2013,Chaves,Município,Secundário,,,,,657.7
2013,Chaves,Município,Superior,,,,,407.2
2013,Chaves,Município,Total,,,,,2656.5
2013,Cinfães,Município,Básico - 1º ciclo,,,,,750.9
2013,Cinfães,Município,Básico - 2º ciclo,,,,,439.8
2013,Cinfães,Município,Básico - 3º ciclo,,,,,333.3
2013,Cinfães,Município,Nenhum,,,,,157.6
2013,Cinfães,Município,Secundário,,,,,350.4
2013,Cinfães,Município,Superior,,,,,112.1
2013,Cinfães,Município,Total,,,,,2144.2
2013,Coimbra,Município,Básico - 1º ciclo,,,,,1116.8
2013,Coimbra,Município,Básico - 2º ciclo,,,,,1112.0
2013,Coimbra,Município,Básico - 3º ciclo,,,,,1628.5
2013,Coimbra,Município,Nenhum,,,,,225.3
2013,Coimbra,Município,Secundário,,,,,2354.4
2013,Coimbra,Município,Superior,,,,,2255.3
2013,Coimbra,Município,Total,,,,,8692.3
2013,Condeixa-a-Nova,Município,Básico - 1º ciclo,,,,,129.3
2013,Condeixa-a-Nova,Município,Básico - 2º ciclo,,,,,97.7
2013,Condeixa-a-Nova,Município,Básico - 3º ciclo,,,,,176.0
2013,Condeixa-a-Nova,Município,Nenhum,,,,,36.9
2013,Condeixa-a-Nova,Município,Secundário,,,,,214.8
2013,Condeixa-a-Nova,Município,Superior,,,,,167.7
2013,Condeixa-a-Nova,Município,Total,,,,,822.3
2013,Constância,Município,Básico - 1º ciclo,,,,,31.5
2013,Constância,Município,Básico - 2º ciclo,,,,,29.3
2013,Constância,Município,Básico - 3º ciclo,,,,,61.0
2013,Constância,Município,Nenhum,,,,,6.3
2013,Constância,Município,Secundário,,,,,73.0
2013,Constância,Município,Superior,,,,,30.9
2013,Constância,Município,Total,,,,,232.0
2013,Coruche,Município,Básico - 1º ciclo,,,,,375.5
2013,Coruche,Município,Básico - 2º ciclo,,,,,168.6
2013,Coruche,Município,Básico - 3º ciclo,,,,,216.2
2013,Coruche,Município,Nenhum,,,,,131.3
2013,Coruche,Município,Secundário,,,,,181.8
2013,Coruche,Município,Superior,,,,,89.5
2013,Coruche,Município,Total,,,,,1162.8
2013,Corvo,Município,Básico - 1º ciclo,,,,x,
2013,Corvo,Município,Básico - 2º ciclo,,,,x,
2013,Corvo,Município,Básico - 3º ciclo,,,,x,
2013,Corvo,Município,Nenhum,,,,x,
2013,Corvo,Município,Secundário,,,,x,
2013,Corvo,Município,Superior,,,,x,
2013,Corvo,Município,Total,,,,x,
2013,Covilhã,Município,Básico - 1º ciclo,,,,,775.3
2013,Covilhã,Município,Básico - 2º ciclo,,,,,478.0
2013,Covilhã,Município,Básico - 3º ciclo,,,,,732.8
2013,Covilhã,Município,Nenhum,,,,,115.3
2013,Covilhã,Município,Secundário,,,,,898.3
2013,Covilhã,Município,Superior,,,,,590.2
2013,Covilhã,Município,Total,,,,,3589.8
2013,Crato,Município,Básico - 1º ciclo,,,,,40.6
2013,Crato,Município,Básico - 2º ciclo,,,,,34.5
2013,Crato,Município,Básico - 3º ciclo,,,,,40.5
2013,Crato,Município,Nenhum,,,,,20.9
2013,Crato,Município,Secundário,,,,,41.4
2013,Crato,Município,Superior,,,,,19.3
2013,Crato,Município,Total,,,,,197.2
2013,Cuba,Município,Básico - 1º ciclo,,,,,60.3
2013,Cuba,Município,Básico - 2º ciclo,,,,,34.3
2013,Cuba,Município,Básico - 3º ciclo,,,,,47.3
2013,Cuba,Município,Nenhum,,,,,24.6
2013,Cuba,Município,Secundário,,,,,71.8
2013,Cuba,Município,Superior,,,,,36.5
2013,Cuba,Município,Total,,,,,274.8
2013,Elvas,Município,Básico - 1º ciclo,,,,,301.8
2013,Elvas,Município,Básico - 2º ciclo,,,,,300.9
2013,Elvas,Município,Básico - 3º ciclo,,,,,433.5
2013,Elvas,Município,Nenhum,,,,,167.0
2013,Elvas,Município,Secundário,,,,,493.6
2013,Elvas,Município,Superior,,,,,143.3
2013,Elvas,Município,Total,,,,,1840.1
2013,Entroncamento,Município,Básico - 1º ciclo,,,,,99.3
2013,Entroncamento,Município,Básico - 2º ciclo,,,,,113.4
2013,Entroncamento,Município,Básico - 3º ciclo,,,,,196.0
2013,Entroncamento,Município,Nenhum,,,,,23.3
2013,Entroncamento,Município,Secundário,,,,,316.7
2013,Entroncamento,Município,Superior,,,,,210.8
2013,Entroncamento,Município,Total,,,,,959.4
2013,Espinho,Município,Básico - 1º ciclo,,,,,841.5
2013,Espinho,Município,Básico - 2º ciclo,,,,,538.4
2013,Espinho,Município,Básico - 3º ciclo,,,,,696.4
2013,Espinho,Município,Nenhum,,,,,226.5
2013,Espinho,Município,Secundário,,,,,689.4
2013,Espinho,Município,Superior,,,,,415.8
2013,Espinho,Município,Total,,,,,3408.1
2013,Esposende,Município,Básico - 1º ciclo,,,,,330.8
2013,Esposende,Município,Básico - 2º ciclo,,,,,293.2
2013,Esposende,Município,Básico - 3º ciclo,,,,,387.0
2013,Esposende,Município,Nenhum,,,,,38.3
2013,Esposende,Município,Secundário,,,,,443.8
2013,Esposende,Município,Superior,,,,,327.5
2013,Esposende,Município,Total,,,,,1820.4
2013,Estarreja,Município,Básico - 1º ciclo,,,,,340.6
2013,Estarreja,Município,Básico - 2º ciclo,,,,,268.8
2013,Estarreja,Município,Básico - 3º ciclo,,,,,354.1
2013,Estarreja,Município,Nenhum,,,,,144.7
2013,Estarreja,Município,Secundário,,,,,246.7
2013,Estarreja,Município,Superior,,,,,178.7
2013,Estarreja,Município,Total,,,,,1533.5
2013,Estremoz,Município,Básico - 1º ciclo,,,,,148.9
2013,Estremoz,Município,Básico - 2º ciclo,,,,,136.3
2013,Estremoz,Município,Básico - 3º ciclo,,,,,145.7
2013,Estremoz,Município,Nenhum,,,,,84.6
2013,Estremoz,Município,Secundário,,,,,256.8
2013,Estremoz,Município,Superior,,,,,96.3
2013,Estremoz,Município,Total,,,,,868.7
2013,Évora,Município,Básico - 1º ciclo,,,,,596.8
2013,Évora,Município,Básico - 2º ciclo,,,,,519.6
2013,Évora,Município,Básico - 3º ciclo,,,,,771.8
2013,Évora,Município,Nenhum,,,,,128.7
2013,Évora,Município,Secundário,,,,,1129.3
2013,Évora,Município,Superior,,,,,692.8
2013,Évora,Município,Total,,,,,3838.9
2013,Fafe,Município,Básico - 1º ciclo,,,,,1295.8
2013,Fafe,Município,Básico - 2º ciclo,,,,,714.8
2013,Fafe,Município,Básico - 3º ciclo,,,,,650.6
2013,Fafe,Município,Nenhum,,,,,178.1
2013,Fafe,Município,Secundário,,,,,660.7
2013,Fafe,Município,Superior,,,,,539.3
2013,Fafe,Município,Total,,,,,4039.2
2013,Faro,Município,Básico - 1º ciclo,,,,,818.0
2013,Faro,Município,Básico - 2º ciclo,,,,,532.9
2013,Faro,Município,Básico - 3º ciclo,,,,,813.8
2013,Faro,Município,Nenhum,,,,,240.0
2013,Faro,Município,Secundário,,,,,1038.3
2013,Faro,Município,Superior,,,,,726.8
2013,Faro,Município,Total,,,,,4169.7
2013,Felgueiras,Município,Básico - 1º ciclo,,,,,1061.8
2013,Felgueiras,Município,Básico - 2º ciclo,,,,,283.4
2013,Felgueiras,Município,Básico - 3º ciclo,,,,,443.3
2013,Felgueiras,Município,Nenhum,,,,,137.2
2013,Felgueiras,Município,Secundário,,,,,571.3
2013,Felgueiras,Município,Superior,,,,,426.6
2013,Felgueiras,Município,Total,,,,,2923.6
